Date,Close,High,Low,Open,Volume,MFI
2025-05-19,376.33746337890625,388.4773815524194,365.1687386592742,368.08231902091734,714733,
2025-05-20,375.36627197265625,383.62141637567714,368.0823210288143,378.7654490797825,325382,
2025-05-21,370.0246887207031,375.3662524686398,367.59670519891375,375.3662524686398,180125,
2025-05-22,372.9382934570313,373.4238901933034,363.2263587315877,370.0247130393982,129645,
2025-05-23,372.9382934570313,374.3950836658478,369.0535195668538,373.4238901933034,211859,
2025-05-26,370.0246887207031,372.9382689468504,366.62551179019795,372.9382689468504,167671,
2025-05-27,370.9958801269531,370.9958801269531,359.3415592852688,369.0534933200057,298094,
2025-05-28,378.7654418945313,385.5637959798177,357.39918619791666,364.1975402832031,2813448,
2025-05-29,385.5637817382813,396.732505894428,372.9382674748111,382.1646048211931,2200647,
2025-06-02,377.7942504882813,379.2510406572592,361.76955862952383,376.82305704229594,909784,
2025-06-03,380.22222900390625,383.6214060192668,375.8518585555855,379.7366322874262,754737,
2025-06-04,404.0164794921875,405.4732696826641,383.1358200953557,383.1358200953557,1549182,
2025-06-05,403.0452880859375,412.7572227386107,396.73253056169995,404.0164815512048,944056,
2025-06-06,443.3497924804687,443.3497924804687,402.5596691854421,403.0452658913353,2561401,
2025-06-09,459.3744812011719,475.8847691090364,439.9506130742724,442.8641932933073,2249874,87.8259779181015
2025-06-10,453.5473327636719,462.773670368072,442.8642050112085,459.37449335592464,1350055,81.34446010500726
2025-06-11,471.02880859375,471.02880859375,450.63374677835054,455.4897138772552,1295472,83.66858658660996
2025-06-12,460.3456726074219,471.99999343292626,454.5185121946697,471.99999343292626,1129674,78.4748890680882
2025-06-13,430.2386779785156,456.4608998869128,427.3250977664715,456.4608998869128,1717607,71.16968117367783
2025-06-16,422.4691467285156,432.6666778564453,413.2428090413411,418.5843729654948,918930,68.48037569444095
2025-06-17,413.2427978515625,439.95061674913705,413.2427978515625,424.8971188250496,1029490,65.9967819073811
2025-06-18,420.5267639160156,424.4115377166255,411.30042613956726,411.7860228646435,757330,59.1080577954075
2025-06-19,411.7860107421875,421.9835416685861,411.30041403140666,420.5267515362434,582637,52.68917285124755
2025-06-20,427.3251037597656,432.1810708479448,402.559671610052,408.8724288246849,1059629,57.72906612549329
2025-06-23,418.5843811035156,421.9835582122449,406.9300595878725,420.52676802278944,666082,54.088830433151905
2025-06-24,448.6913757324219,450.6337626403544,424.897136110248,425.86832956421426,1728238,54.94645223655694
2025-06-25,439.95062255859375,453.5473305405371,438.0082357040304,453.0617338268962,1097642,55.54308614744369
2025-06-26,430.2386779785156,445.777772442751,430.2386779785156,441.8929988266921,623542,46.58378569340189
2025-06-27,418.0987854003906,435.0946709857724,418.0987854003906,428.29631675161966,760854,35.69093097682438
2025-06-30,419.0699768066406,424.41154082155725,415.6707997062392,420.0411702638982,433103,38.24528695865032
2025-07-01,415.6707763671875,427.3250971999123,415.6707763671875,421.0123400821864,515947,30.166036508004744
2025-07-02,444.80657958984375,449.66254661593376,416.6419708385218,416.6419708385218,1277706,39.84294396038553
2025-07-03,433.6378784179687,446.26339335511005,430.7242980478592,445.29219989840686,853716,42.70646956753137
2025-07-04,421.4979553222656,436.0658570039107,420.0411651541011,433.6378733903032,582146,43.87516748584856
2025-07-07,421.9835510253906,421.9835510253906,410.8148264297819,417.6131805314567,474909,45.987185658544604
2025-07-08,422.9547424316406,427.3251129045278,410.8148244513983,421.01235555480184,481718,51.318360179195885
2025-07-09,429.2674865722656,438.979420657611,419.55555248692025,422.46913271252384,682233,56.82989343444855
2025-07-10,472.0,472.0,442.8641975308642,447.7201646090535,3560690,65.41090236082336
2025-07-11,477.0,485.0,471.0,473.0,1782887,72.60478087168974
2025-07-14,455.0,473.0,452.0,473.0,1190630,63.12315408834158
2025-07-15,459.5,462.0,443.0,454.0,589983,57.47449326389041
2025-07-16,453.0,465.0,452.0,460.5,559915,61.77051037182416
2025-07-17,457.0,463.0,449.0,459.0,472488,62.85986476599661
2025-07-18,457.0,473.5,452.0,462.0,751059,66.76306607777106
2025-07-21,447.0,455.0,441.0,454.5,748734,65.51286837771481
2025-07-22,443.0,450.0,442.5,446.5,421634,60.22640639521116
2025-07-23,442.0,451.0,440.5,445.0,361746,62.4461229003953
2025-07-24,437.0,446.0,434.0,445.0,470996,62.89571439255878
2025-07-25,431.0,438.0,431.0,437.0,477611,62.804193063246146
2025-07-28,429.0,435.0,428.5,432.0,483721,59.20536145860687
2025-07-29,436.0,437.0,416.0,430.0,981836,52.90312732485496
2025-07-30,427.0,436.0,423.0,436.0,523428,32.75616186461674
2025-07-31,425.5,434.0,424.5,427.0,396072,16.026736560820932
2025-08-01,431.0,433.5,418.5,419.5,430674,17.744491847500054
2025-08-04,424.5,428.0,419.0,426.0,346004,18.404904647792492
2025-08-05,430.0,442.0,430.0,430.0,623636,18.776602882188136
2025-08-06,430.0,434.5,425.0,429.5,319253,19.235632243022064
2025-08-07,458.5,470.5,442.0,445.0,1699195,28.794133283959912
2025-08-08,451.5,471.0,451.5,460.0,1107007,40.807160829947144
2025-08-11,472.5,482.5,460.0,462.0,1505023,52.27811151995994
2025-08-12,475.5,481.0,468.5,476.0,720879,57.76227184036207
2025-08-13,472.5,488.0,470.5,479.0,1047948,64.64115824862294
2025-08-14,498.5,499.0,476.0,482.0,1514446,72.06849324502076
2025-08-15,500.0,506.0,488.0,499.5,957360,77.11878110020346
2025-08-18,512.0,520.0,496.0,502.0,790574,84.58481532535106
2025-08-19,520.0,524.0,503.0,509.0,809603,88.97820535004087
2025-08-20,518.0,526.0,499.0,518.0,1312993,81.82376957630578
2025-08-21,534.0,554.0,520.0,525.0,1491922,86.11073521319054
2025-08-22,541.0,541.0,526.0,534.0,585139,84.0777366500471
2025-08-25,595.0,595.0,553.0,555.0,1476973,85.29878390158986
2025-08-26,615.0,625.0,596.0,618.0,2550291,89.11324708351556
2025-08-27,609.0,619.0,603.0,608.0,1246212,80.70638570425389
2025-08-28,588.0,611.0,563.0,605.0,2411362,68.26974278547215
2025-08-29,583.0,592.0,575.0,588.0,872478,62.41176387471861
2025-09-01,575.0,587.0,569.0,578.0,693836,58.56228498582604
2025-09-02,559.0,586.0,552.0,581.0,957731,53.252551355498156
2025-09-03,554.0,565.0,550.0,559.0,484118,48.02844460962349
2025-09-04,550.0,565.0,550.0,562.0,429612,44.0746680046205
2025-09-05,556.0,566.0,550.0,556.0,771349,44.24038140623229
2025-09-08,562.0,575.0,554.0,559.0,577726,43.67755862776673
2025-09-09,564.0,581.0,563.0,576.0,836953,50.00727371051865
2025-09-10,598.0,604.0,556.0,567.0,1587974,50.731811843144165
2025-09-11,572.0,600.0,572.0,598.0,1284736,48.40951768431949
2025-09-12,551.0,579.0,551.0,574.0,897975,40.87541106878531
2025-09-15,560.0,565.0,530.0,552.0,793222,27.080213425101718
2025-09-16,556.0,562.0,549.0,560.0,266944,31.340481171896432
2025-09-17,541.0,556.0,538.0,552.0,456198,37.237132428224804
2025-09-18,541.0,547.0,535.0,535.0,349851,39.25941984327148
2025-09-19,539.0,554.0,537.0,542.0,386441,44.25784509528201
2025-09-22,525.0,539.0,521.0,535.0,821095,45.11278473941072
2025-09-23,534.0,540.0,526.0,526.0,448179,49.659617850031545
2025-09-24,526.0,543.0,525.0,543.0,466933,49.57343122291202
2025-09-25,534.0,545.0,523.0,523.0,611134,48.61771922635173
2025-09-26,514.0,537.0,513.0,530.0,608128,42.72498371471293
2025-09-30,527.0,527.0,517.0,520.0,268276,38.965503472661325
2025-10-01,516.0,532.0,515.0,523.0,342396,24.368148365201602
2025-10-02,538.0,543.0,517.0,519.0,1187164,39.89457722959089
2025-10-03,538.0,539.0,527.0,535.0,461307,48.6278983755874
2025-10-07,555.0,560.0,543.0,543.0,920174,60.28394224508504
2025-10-08,561.0,571.0,551.0,551.0,742913,62.74311346075676
2025-10-09,558.0,564.0,546.0,564.0,517157,62.18498540013235
2025-10-13,570.0,580.0,558.0,558.0,1382534,70.53845777024657
2025-10-14,555.0,595.0,554.0,580.0,1210510,60.50388046038341
2025-10-15,581.0,587.0,560.0,569.0,1484070,70.72562686071758
2025-10-16,578.0,595.0,567.0,595.0,880896,72.0213897900889
2025-10-17,556.0,570.0,548.0,566.0,1025614,68.41082473275925
2025-10-20,556.0,560.0,548.0,555.0,324126,64.8337742247223
2025-10-21,560.0,565.0,555.0,555.0,254490,68.99377639846135
2025-10-22,551.0,563.0,548.0,563.0,332456,66.23694793385928
2025-10-23,548.0,554.0,544.0,549.0,204326,66.95394109657252
2025-10-27,564.0,564.0,551.0,558.0,489212,64.89843110506024
2025-10-28,565.0,570.0,553.0,570.0,353558,64.60549262049442
2025-10-29,579.0,584.0,568.0,568.0,930931,64.78166534103003
2025-10-30,580.0,586.0,568.0,586.0,694343,64.68674316394272
2025-10-31,580.0,588.0,575.0,582.0,474388,69.64167555610311
2025-11-03,587.0,593.0,578.0,586.0,530288,66.88269846932002
2025-11-04,588.0,620.0,583.0,594.0,1777890,81.3312470246661
2025-11-05,600.0,602.0,580.0,583.0,889901,70.18620484446052
2025-11-06,620.0,630.0,597.0,607.0,2657614,75.416257991149
2025-11-07,591.0,620.0,585.0,610.0,2184017,67.66136232566417
2025-11-10,561.0,589.0,561.0,589.0,1480236,61.90815802928936
2025-11-11,542.0,569.0,542.0,568.0,1037178,56.95767486299462
2025-11-12,545.0,554.0,535.0,543.0,793796,55.29301415383724
2025-11-13,537.0,551.0,535.0,550.0,808387,53.253361581198206
2025-11-14,530.0,538.0,523.0,531.0,779434,49.36648604425166
2025-11-17,536.0,549.0,533.0,533.0,447040,49.60376418152078
2025-11-18,514.0,536.0,513.0,536.0,640451,44.643900474672165
2025-11-19,524.0,533.0,513.0,518.0,578889,44.01769460312661
2025-11-20,546.0,549.0,535.0,540.0,602314,44.348140178455075
2025-11-21,522.0,535.0,519.0,532.0,445167,41.15773101147589
2025-11-24,572.0,572.0,524.0,528.0,879984,37.00109436994746
2025-11-25,555.0,569.0,544.0,563.0,841883,37.27963450999441
2025-11-26,543.0,558.0,540.0,558.0,530476,20.32955450640918
2025-11-27,529.0,546.0,528.0,543.0,651908,23.73051581224512
2025-11-28,547.0,550.0,529.0,530.0,405497,30.932749718642476
2025-12-01,534.0,553.0,532.0,553.0,301337,33.623564133118684
2025-12-02,544.0,544.0,535.0,536.0,276408,39.16150311348087
2025-12-03,580.0,585.0,558.0,559.0,1443351,53.21018127049845
2025-12-04,587.0,614.0,581.0,585.0,1563015,65.50084499721717
2025-12-05,601.0,613.0,590.0,593.0,1724223,69.9866278024283
2025-12-08,616.0,620.0,600.0,605.0,1442257,77.46094273663144
2025-12-09,610.0,617.0,604.0,616.0,709582,71.5224519717486
2025-12-10,637.0,645.0,611.0,623.0,2407957,75.77093917170598
2025-12-11,627.0,668.0,626.0,640.0,2051004,81.23264712142355
2025-12-12,636.0,655.0,630.0,643.0,1174874,73.70127282341457
2025-12-15,654.0,656.0,625.0,625.0,1194475,79.38419238205786
2025-12-16,678.0,678.0,653.0,664.0,1916541,84.04063375902075
2025-12-17,706.0,724.0,682.0,686.0,3253701,89.27718108753118
2025-12-18,683.0,707.0,675.0,705.0,1634056,81.65103110648727
2025-12-19,708.0,708.0,682.0,696.0,1498935,83.91481281902313
2025-12-22,684.0,719.0,682.0,714.0,1023263,79.7547999392284
2025-12-23,684.0,692.0,674.0,690.0,577637,76.42387972071722
2025-12-24,685.0,696.0,681.0,696.0,388461,75.29617651773516
2025-12-26,710.0,719.0,685.0,690.0,1051429,74.75594315317906
2025-12-29,693.0,716.0,689.0,714.0,624909,70.55681476888793
2025-12-30,691.0,694.0,680.0,694.0,548276,70.85832760540431
2025-12-31,692.0,714.0,682.0,694.0,954167,68.81113900320057
2026-01-02,699.0,709.0,693.0,693.0,445399,66.01605302912508
2026-01-05,703.0,725.0,696.0,715.0,1187587,72.96284372071769
2026-01-06,727.0,732.0,699.0,702.0,1532132,73.73629725113956
2026-01-07,735.0,745.0,718.0,739.0,949636,72.33399146777985
2026-01-08,733.0,765.0,733.0,747.0,1151123,68.18769843652441
2026-01-09,726.0,742.0,724.0,738.0,612176,73.38141633534742
2026-01-12,740.0,774.0,726.0,753.0,1244255,73.01980681492785
2026-01-13,770.0,784.0,742.0,770.0,2388308,83.25484994982565
2026-01-14,785.0,795.0,770.0,776.0,1196632,87.90843178132374
2026-01-15,767.0,779.0,752.0,779.0,1178893,80.44614404225952
2026-01-16,732.0,803.0,732.0,794.0,2618639,66.33601007859916
2026-01-19,759.0,764.0,722.0,730.0,1017440,64.63276259355816
2026-01-20,756.0,783.0,742.0,742.0,1004402,68.58087707491511
2026-01-21,734.0,754.0,733.0,752.0,832809,63.712630500975735
2026-01-22,737.0,752.0,727.0,749.0,714063,60.305957707935015
2026-01-23,748.0,760.0,739.0,740.0,811594,59.59222984380653
2026-01-26,733.0,755.0,732.0,752.0,548992,53.984374065959976
2026-01-27,720.0,739.0,720.0,734.0,638706,49.239866269109164
2026-01-28,729.0,739.0,727.0,727.0,490161,47.04985771650964
2026-01-29,721.0,738.0,720.0,733.0,438454,47.581558602839664
2026-01-30,698.0,724.0,698.0,724.0,1084909,40.00203806959033
